"","Time","PDCSAP_FLUX","GT","QFD_Trend","Sigma_Trend","QFD_State","Sigma_State","Flux"
"trend[298]",1325.70868091099,15.7315556673445,"1",-0.851300176361505,1.04713554399849,"1","1",0
"trend[299]",1325.71006979388,2.57945605796453,"1",-0.421823265560436,2.06011377782311,"1","1",0
"trend[300]",1325.71145867677,12.6808964876545,"1",0.00865235170770188,2.62860155988555,"1","1",0
"trend[301]",1325.71284755965,0.685901370464535,"1",0.438820001256469,2.78205778193903,"1","1",0
"trend[302]",1325.71423644254,4.47142383140454,"1",0.867666554228131,2.73740821767092,"1","1",0
"trend[303]",1325.71562532543,-1.48865917641547,"1",1.29384039422148,2.71337212959331,"1","1",0
"trend[304]",1325.71701420832,-8.71949413734546,"1",1.7162029666595,2.92599405620698,"1","1",0
"trend[305]",1325.71840309124,4.99608203452453,"1",2.13368096618118,3.44006490552262,"1","1",0
"trend[306]",1325.71979197413,12.3659550814045,"1",2.54499800910183,4.07403404563987,"1","1",0
"trend[307]",1325.72118085705,0.605945315774534,"1",2.94901306925146,4.62584185370336,"1","1",0
"trend[308]",1325.72256973997,6.49718066734454,"1",3.34470037001019,5.12550675592682,"1","1",0
"trend[309]",1325.72395862288,5.92442676108453,"1",3.73086809694248,5.52002301890291,"1","1",0
"trend[310]",1325.7253475058,13.9760625032745,"1",4.10642287813247,5.75295348166023,"1","1",0
"trend[311]",1325.72673638872,6.44945117515454,"1",4.47037985736888,5.75884082645034,"1","1",0
"trend[312]",1325.72812527167,3.99144336265454,"1",4.82169518456741,5.65690832085693,"1","1",0
"trend[313]",1325.72951415459,2.28367969077453,"1",5.15936218270998,5.63974766307133,"1","1",0
"trend[314]",1325.73090303753,-0.787609371725466,"1",5.48247777576823,5.82458613947756,"1","1",0
"trend[315]",1325.73229192048,5.84483691734454,"1",5.79018588679496,6.22168258272491,"1","1",0
"trend[316]",1325.73368080343,19.0939824251545,"1",6.081627812428,6.64492088743524,"1","1",0
"trend[317]",1325.73506968638,-3.50074413734546,"1",6.35598918130654,6.93440713328331,"1","1",0
"trend[318]",1325.73645856932,10.1391484407745,"1",6.61257677890457,7.16925601794309,"1","1",0
"trend[319]",1325.73784745227,14.7476689485845,"1",6.85054920798436,7.26859954542258,"1","1",0
"trend[320]",1325.73923633525,15.6078984407745,"1",7.06926085834799,7.16046760957895,"1","1",0
"trend[321]",1325.74062521819,-5.01661327797547,"1",7.26817287140803,6.95463609450838,"1","1",0
"trend[322]",1325.74201410117,8.15819140952453,"1",7.44676363538301,6.93738846526056,"1","1",0
"trend[323]",1325.74340298415,0.546985354844537,"1",7.60459529945875,7.16369172023405,"1","1",0
"trend[324]",1325.74479186712,6.95030566734454,"1",7.741231244652,7.66077455409044,"1","1",0
"trend[325]",1325.7461807501,6.88133594077453,"1",7.8563005366071,8.30700463108293,"1","1",0
"trend[326]",1325.74756963308,17.1065556673445,"1",7.94950102691158,8.94024940750037,"1","1",0
"trend[327]",1325.74895851608,15.0927617220245,"1",8.02053494543432,9.35710488838731,"1","1",0
"trend[328]",1325.75034739906,6.08543750327453,"1",8.06924792773853,9.55955297932291,"1","1",0
"trend[329]",1325.75173628206,6.37352344077453,"1",8.09547149598254,9.6475517213925,"1","1",0
"trend[330]",1325.75312516504,18.0490605501545,"1",8.09912317204129,9.60070905142795,"1","1",0
"trend[331]",1325.75451404805,10.2466923860845,"1",8.0802304645427,9.3043266582147,"1","1",0
"trend[332]",1325.75590293105,11.9564091829645,"1",8.03881551119956,8.84887133195385,"1","1",0
"trend[333]",1325.75729181406,-2.05482128578547,"1",7.97512362789536,8.39923778839864,"1","1",0
"trend[334]",1325.75868069706,18.7359501985845,"1",7.8892732487208,8.04477732807263,"1","1",0
"trend[335]",1325.7600695801,6.67357226890454,"1",7.78145364237007,7.71027578169287,"1","1",0
"trend[336]",1325.7614584631,0.882434573584533,"1",7.6520438331313,7.51834981546547,"1","1",0
"trend[337]",1325.76284734614,6.71544238608453,"1",7.50142753299007,7.5715125561613,"1","1",0
"trend[338]",1325.76423622917,12.9931523470245,"1",7.33007821145359,7.79125677606378,"1","1",0
"trend[339]",1325.76562511221,4.09105273765454,"1",7.13835120315818,8.1055574472423,"1","1",0
"trend[340]",1325.76701399521,11.5302617220245,"1",6.926798719499,8.53044256349894,"1","1",0
"trend[341]",1325.76840287827,5.85679980796453,"1",6.69612585266606,9.02274125305839,"1","1",0
"trend[342]",1325.76979176131,5.88670703452453,"1",6.44692832554515,9.58417385486269,"1","1",0
"trend[343]",1325.77118064434,9.77379199546453,"1",6.17984293922407,10.115598485655,"1","1",0
"trend[344]",1325.77256952741,19.3067509798445,"1",5.89574551845783,10.3807239596698,"1","1",0
"trend[345]",1325.77395841044,17.9587285189045,"1",5.59556847361003,10.161699938158,"1","1",0
"trend[346]",1325.77534729351,18.0793339876545,"1",5.27997262187304,9.39573892563037,"1","1",0
"trend[347]",1325.77673617657,3.00755664390454,"1",4.94991210351466,8.21286933314854,"1","1",0
"trend[348]",1325.77812505963,9.44884082358453,"1",4.6063643009135,6.89731266202349,"1","1",0
"trend[349]",1325.7795139427,0.0718876985845327,"1",4.25025248211004,5.65073955425076,"1","1",0
"trend[350]",1325.78090282576,-0.604137692035465,"1",3.88258388385744,4.68462479117139,"1","1",0
"trend[351]",1325.78229170882,1.13096972984454,"1",3.50449745750515,4.05438066834607,"1","1",0
"trend[352]",1325.78368059192,5.57188769858453,"1",3.11696632806307,3.70850801371003,"1","1",0
"trend[353]",1325.78506947498,11.8768193392145,"1",2.72110436048776,3.47909810975691,"1","1",0
"trend[354]",1325.78645835807,-5.14796093422547,"1",2.31801183626638,3.28982534604097,"1","1",0
"trend[355]",1325.78784724117,-8.68165234047547,"1",1.90890620704866,3.22783587379241,"1","1",0
"trend[356]",1325.78923612426,29.3748662142145,"1",1.49480330959257,3.1684731002335,"1","2",0
"trend[357]",1325.79062500735,-4.71693066078547,"1",1.07701144681543,2.79759598644169,"1","1",0
"trend[358]",1325.79201389045,6.48057910484454,"1",0.656635328727615,2.20019549063047,"1","1",0
"trend[359]",1325.79340277354,-4.95924023109546,"1",0.234830720137606,1.53695753064576,"1","1",0
"trend[360]",1325.79479165666,2.87169238608453,"1",-0.187008865227438,0.937650707805902,"1","1",0
"trend[361]",1325.79618053975,1.74449512046453,"1",-0.607895693942356,0.374317166620981,"1","1",0
"trend[362]",1325.79756942288,-4.86732128578547,"1",-1.0266839863578,-0.0912378659210078,"1","1",0
"trend[363]",1325.79895830597,5.02525683921453,"1",-1.4421378269605,-0.419352362362048,"1","1",0
"trend[364]",1325.80034718909,-8.32093456703547,"1",-1.85309634459604,-0.671475539338209,"1","1",0
"trend[365]",1325.80173607221,0.0543095735845327,"1",-2.25838314787282,-0.76500449836793,"1","1",0
"trend[366]",1325.80312495533,-3.51197460609546,"1",-2.65678392434955,-0.769879646829866,"1","1",0
"trend[367]",1325.80451383849,8.30955859702453,"1",-3.04726836671144,-0.801009163735124,"1","1",0
"trend[368]",1325.80590272161,-1.44434765297547,"1",-3.4286417872168,-0.943925944300176,"1","1",0
"trend[369]",1325.80729160473,-5.52711132484546,"1",-3.80004171541376,-1.11723359561467,"1","1",0
"trend[370]",1325.80868048788,-2.43934277015546,"1",-4.16048017401173,-1.24602985939791,"1","1",0
"trend[371]",1325.81006937103,-7.34852245765546,"1",-4.50878833586744,-1.36286767652177,"1","1",0
"trend[372]",1325.81145825415,10.4759404329645,"1",-4.84417047355829,-1.53439521503086,"1","1",0
"trend[373]",1325.8128471373,-5.14051464515546,"1",-5.16563426534338,-1.89736890942672,"1","1",0
"trend[374]",1325.81423602046,-2.14332226234546,"1",-5.47233642471098,-2.49120384490888,"1","1",0
"trend[375]",1325.81562490361,3.34581347984454,"1",-5.76332844847586,-3.30541054657036,"1","1",0
"trend[376]",1325.81701378679,-5.84351757484546,"1",-6.03785930565022,-4.30557092505127,"1","1",0
"trend[377]",1325.81840266994,-2.84986523109546,"1",-6.29510357329394,-5.32463630461493,"1","1",0
"trend[378]",1325.81979155312,-15.6023066373455,"1",-6.5343925241668,-6.20256991516979,"1","1",0
"trend[379]",1325.82118043627,-9.65003612953547,"1",-6.75496704663617,-6.70872380775241,"1","1",0
"trend[380]",1325.82256931945,-10.8890498014155,"1",-6.95634994729661,-6.81086609868473,"1","1",0
"trend[381]",1325.82395820263,-2.62354687172547,"1",-7.13792423784286,-6.62879496842836,"1","1",0
"trend[382]",1325.82534708581,-3.13941601234546,"1",-7.29929047660975,-6.24876289396079,"1","1",0
"trend[383]",1325.82673596899,-11.1461298795355,"1",-7.43980114222296,-5.71578815885937,"1","1",0
"trend[384]",1325.82812485217,-13.1950800748455,"1",-7.55931969620556,-4.89054703194118,"1","1",0
"trend[385]",1325.82951373535,-6.48817089515546,"1",-7.65746766108693,-3.82101444308699,"1","1",0
"trend[386]",1325.83090261853,-1.81727245765546,"1",-7.73389497466961,-2.72090832660371,"1","1",0
"trend[387]",1325.83229150174,12.1024052767145,"1",-7.78847831805089,-1.94022373457762,"1","1",0
"trend[388]",1325.83368038495,0.593005862654536,"1",-7.82106984677368,-1.71165157848398,"1","1",0
"trend[389]",1325.83506926813,1.24766894858453,"1",-7.8315230209781,-2.03412086924374,"1","1",0
"trend[390]",1325.83645815134,3.24205371421453,"1",-7.81978600737857,-2.76776273304524,"1","1",0
"trend[391]",1325.83784703455,-7.66724804359546,"1",-7.78593347643951,-3.71852850906769,"1","1",0
"trend[392]",1325.83923591776,-3.91370800453547,"1",-7.73005951846562,-4.5891186133192,"1","1",0
"trend[393]",1325.84062480096,-27.4438593717255,"1",-7.65240655174424,-5.0845673716143,"1","1",0
"trend[394]",1325.8420136842,-2.04151562172547,"1",-7.55311366817666,-5.01325908333942,"1","1",0
"trend[395]",1325.84340256741,5.16856738608453,"1",-7.43253665423626,-4.62874267300521,"1","1",0
"trend[396]",1325.84479145062,-7.29737499672547,"1",-7.29103489320412,-4.13744306827686,"1","1",0
"trend[397]",1325.84618033386,-16.3836787076555,"1",-7.1289745310539,-3.5002390797393,"1","1",0
"trend[398]",1325.8475692171,5.42906543296453,"1",-6.94697958876986,-2.71650323765879,"1","1",0
"trend[399]",1325.84895810034,-0.550426754535465,"1",-6.74547900454963,-2.08951016160756,"1","1",0
"trend[400]",1325.85034698355,5.19700976890454,"1",-6.5249815708824,-1.76633934769542,"1","1",0
"trend[401]",1325.85173586681,1.40758105796453,"1",-6.28612181384503,-1.79717642839158,"1","1",0
"trend[402]",1325.85312475005,-4.49317577797547,"1",-6.02960452908025,-2.1436449994932,"1","1",0
"trend[403]",1325.85451363329,-3.55958202797547,"1",-5.75619094372952,-2.61454912459388,"1","1",0
"trend[404]",1325.85590251653,-5.64136913734546,"1",-5.46656751222219,-3.06746008655717,"1","1",0
"trend[405]",1325.8572913998,-7.41016796547547,"1",-5.16160531849166,-3.47716689278322,"1","1",0
"trend[406]",1325.85868028304,8.57445117515454,"1",-4.84205997762701,-3.87919075979969,"1","1",0
"trend[407]",1325.8600691663,-10.0164912076555,"1",-4.50887968619407,-4.26976348089944,"1","1",0
"trend[408]",1325.86145804957,-8.50526073891547,"1",-4.16302320255817,-4.45290061001407,"1","1",0
"trend[409]",1325.86284693284,-10.6038935514155,"1",-3.80548338169481,-4.23609081936837,"1","1",0
"trend[410]",1325.8642358161,-4.13209179359546,"1",-3.4371443311871,-3.54468125148838,"1","1",0
"trend[411]",1325.86562469937,-5.54859569984546,"1",-3.05923981674432,-2.45844500970941,"1","1",0
"trend[412]",1325.86701358264,-7.53309277015546,"1",-2.67279516202505,-1.08399014257546,"1","1",0
"trend[413]",1325.86840246591,8.04075976890454,"1",-2.27900415146631,0.428735919366428,"1","1",0
"trend[414]",1325.8697913492,5.72630664390454,"1",-1.87891306002082,1.78993762470426,"1","1",0
"trend[415]",1325.87118023247,1.06920215171453,"1",-1.47364419641133,2.85896669015355,"1","1",0
"trend[416]",1325.87256911577,7.22081347984454,"1",-1.06407532600393,3.56061398952076,"1","1",0
"trend[417]",1325.87395799906,9.52208301108453,"1",-0.651501278446269,3.82210501616666,"1","1",0
"trend[418]",1325.87534688233,6.58702441734454,"1",-0.237038198078565,3.61508912151668,"1","1",0
"trend[419]",1325.87673576563,11.1183964876545,"1",0.178031199556087,3.03282248357154,"1","1",0
"trend[420]",1325.87812464892,-4.44544628578547,"1",0.592543632158825,2.23841384127538,"1","1",0
"trend[421]",1325.87951353225,0.0909306673445371,"1",1.00542958780764,1.55409103566064,"1","1",0
"trend[422]",1325.88090241555,-4.98341015297547,"1",1.41547622939009,1.15248476875499,"1","1",0
"trend[423]",1325.88229129884,-7.60157421547547,"1",1.82161243250624,1.12134829135097,"1","1",0
"trend[424]",1325.88368018217,2.00377246421453,"1",2.22255248750406,1.47348937410241,"1","1",0
"trend[425]",1325.88506906547,14.5779912142145,"1",2.61734008742623,1.99752155810791,"1","1",0
"trend[426]",1325.88645794879,-5.62098339515546,"1",3.00485553538779,2.49293802822642,"1","1",0
"trend[427]",1325.88784683212,5.85203906577453,"1",3.38396019840873,3.00575819234139,"1","1",0
"trend[428]",1325.88923571544,1.74351855796453,"1",3.753610816506,3.53742438133157,"1","1",0
"trend[429]",1325.89062459877,0.363757815774534,"1",4.11274222569452,4.04203329182309,"1","1",0
"trend[430]",1325.89201348209,13.2297246126545,"1",4.46035980195356,4.44193191786361,"1","1",0
"trend[431]",1325.89340236542,5.52598926108453,"1",4.79549708512016,4.63182940149521,"1","1",0
"trend[432]",1325.89479124875,7.09202930015454,"1",5.117291261867,4.61725051874189,"1","1",0
"trend[433]",1325.89618013207,6.03819629234454,"1",5.42467959855266,4.50532743415295,"1","1",0
"trend[434]",1325.89756901543,1.26927539390454,"1",5.7169228204401,4.37717399579652,"1","1",0
"trend[435]",1325.89895789875,0.443469729844537,"1",5.99323302959052,4.36774792558226,"1","1",0
"trend[436]",1325.90034678211,2.40428515952453,"1",6.25275175221377,4.54890086541488,"1","1",0
"trend[437]",1325.90173566546,11.6091191439045,"1",6.49482026550737,4.85175489810292,"1","1",0
"trend[438]",1325.90312454882,4.97410937827453,"1",6.718818713734,5.24041125143143,"1","1",0
"trend[439]",1325.90451343217,-6.60621288734546,"1",6.92398752382473,5.73849723475408,"1","1",0
"trend[440]",1325.90590231553,13.9244267610845,"1",7.10972496772668,6.37359162154254,"1","1",0
"trend[441]",1325.90729119888,6.55284472984454,"1",7.27548991389312,6.92511973649811,"1","1",0
"trend[442]",1325.90868008223,16.2685429720245,"1",7.42080819016586,7.25569153300397,"1","1",0
"trend[443]",1325.91006896562,13.5634648470245,"1",7.545384547024,7.28502211007031,"1","1",0
"trend[444]",1325.91145784897,9.58092090171453,"1",7.64877907974829,7.11362487701212,"1","1",0
"trend[445]",1325.91284673236,-11.3824580045355,"1",7.73068137899148,6.99594829247184,"1","1",0
"trend[446]",1325.91423561571,6.58739062827453,"1",7.79092346477843,7.14410840507608,"1","1",0
"trend[447]",1325.9156244991,12.4780156282745,"1",7.82944339972985,7.43001292631444,"1","1",0
"trend[448]",1325.91701338248,11.8587529329645,"1",7.8460688332142,7.61565493438946,"1","1",0
"trend[449]",1325.91840226586,15.7115361360845,"1",7.84068051434875,7.55660451896352,"1","1",0
"trend[450]",1325.91979114925,2.97301074546453,"1",7.81330691742968,7.27266867333159,"1","1",0
"trend[451]",1325.92118003263,9.55601855796453,"1",7.76417187658853,6.9221050302545,"1","1",0
"trend[452]",1325.92256891604,-3.90369823891547,"1",7.69320636159344,6.58428417405394,"1","1",0
"trend[453]",1325.92395779943,20.4210087923445,"1",7.60077546693574,6.32047834985668,"1","1",0
"trend[454]",1325.92534668281,-2.34901073891547,"1",7.486984849772,6.05428093441879,"1","1",0
"trend[455]",1325.92673556623,6.37926074546453,"1",7.35220921272472,5.90464925991537,"1","1",0
"trend[456]",1325.92812444964,1.52000781577453,"1",7.19673447829769,5.83692752565549,"1","1",0
"trend[457]",1325.92951333302,8.88219043296453,"1",7.02106573616691,5.78147224003257,"1","1",0
"trend[458]",1325.93090221644,15.6668584017145,"1",6.82563765550453,5.62202819659452,"1","1",0
"trend[459]",1325.93229109985,5.51231738608453,"1",6.61103629083614,5.26819807552317,"1","1",0
"trend[460]",1325.93367998326,2.56871387046453,"1",6.37787767144712,4.87667565843084,"1","1",0
"trend[461]",1325.93506886667,-14.9204218717255,"1",6.12676448848019,4.64461089462722,"1","1",0
"trend[462]",1325.93645775009,13.7687871126545,"1",5.8584425186129,4.62408943959803,"1","1",0
"trend[463]",1325.93784663353,15.5047490267145,"1",5.57365203556454,4.49851416936143,"1","1",0
"trend[464]",1325.93923551694,5.83653613608453,"1",5.27325997959427,3.99236318682912,"1","1",0
"trend[465]",1325.94062440038,9.80943652671453,"1",4.95819033044144,3.19813410299719,"1","1",0
"trend[466]",1325.9420132838,-2.41468456703547,"1",4.62919496301363,2.21125800052697,"1","1",0
"trend[467]",1325.94340216724,-4.72364452797547,"1",4.2871558056439,1.32080879866176,"1","1",0
"trend[468]",1325.94479105068,-5.44324902015546,"1",3.93305725376335,0.676484906052504,"1","1",0
"trend[469]",1325.94617993412,2.59849902671453,"1",3.56790133270062,0.306971787427941,"1","1",0
"trend[470]",1325.94756881754,4.92430469077453,"1",3.19264683833031,0.0521917306394962,"1","1",0
"trend[471]",1325.94895770101,-7.27894237953547,"1",2.8084821161649,-0.19175226454013,"1","1",0
"trend[472]",1325.95034658445,11.9088017610845,"1",2.41630897365631,-0.414291919106095,"1","1",0
"trend[473]",1325.95173546789,1.44908496421453,"1",2.01730167242567,-0.720809246576599,"1","1",0
"trend[474]",1325.95312435133,-20.1140253873455,"1",1.61240984211452,-0.948157769330819,"1","1",0
"trend[475]",1325.9545132348,11.9699589876545,"1",1.20276227130516,-0.883000271566334,"1","1",0
"trend[476]",1325.95590211825,-9.76429394203547,"1",0.78949522912166,-0.689535510315774,"1","1",0
"trend[477]",1325.95729100172,3.37364551108453,"1",0.37389608069861,-0.326563596271023,"1","1",0
"trend[478]",1325.95867988519,-4.15528515297547,"1",-0.0429475041888067,0.120538150615445,"1","1",0
"trend[479]",1325.96006876863,4.26597949546453,"1",-0.459852236027833,0.550489596148477,"1","1",0
"trend[480]",1325.9614576521,10.3083378939045,"1",-0.875621472390146,0.806004462241914,"1","1",0
"trend[481]",1325.96423541905,-0.522594723285465,"1",-1.69922027570423,0.740723921348538,"1","1",0
"trend[482]",1325.96562430252,7.11253711265454,"1",-2.10465280647322,0.761066555465056,"1","1",0
"trend[483]",1325.96701318602,-13.9869501920355,"1",-2.50447451021571,1.09561200539095,"1","1",0
"trend[484]",1325.96840206949,-4.56715038734546,"1",-2.89746738296645,2.05656258089784,"1","1",0
"trend[485]",1325.96979095296,0.810291018904536,"1",-3.28267975722717,3.61508914042039,"1","1",0
"trend[486]",1325.97117983646,-10.5954706998455,"1",-3.65894931933971,5.585355729608,"1","1",0
"trend[487]",1325.97256871996,8.29891994013957,"2",-4.02526179893875,7.65097435261279,"1","1",6.33848243686503
"trend[488]",1325.97395760343,42.9301130193778,"2",-4.38055220252703,9.12852431800413,"2","2",48.4043678989133
"trend[489]",1325.97534648693,19.0545184380213,"3",-4.72374227921257,9.34572686259688,"3","1",25.8166151144368
"trend[490]",1325.97673537043,13.2417363294303,"3",-5.05403607088623,8.32320830256865,"3","1",15.9722167949057
"trend[491]",1325.97812425393,6.45532850527958,"3",-5.37061634700626,6.36229511377572,"3","1",11.205706431695
"trend[492]",1325.97951313743,1.51484832073124,"3",-5.67237138814977,3.82038142362147,"3","1",8.58993327838671
"trend[493]",1325.98090202093,8.92044646141668,"3",-5.95862424387591,0.986811420150721,"3","1",6.93803630189214
"trend[494]",1325.98229090443,-7.40758391033377,"3",-6.22845052829097,-1.84819967869519,"1","1",5.76064069576169
"trend[495]",1325.98367978796,-20.2522002403755,"3",-6.48108797616029,-4.31067373062806,"1","1",4.84912983446999
"trend[496]",1325.98506867146,-3.47103616973287,"3",-6.71587310216649,-6.1248111830121,"1","1",4.10893160042259
"trend[497]",1325.98645755499,-14.284684774255,"3",-6.9321217158009,-7.37806887530694,"1","1",3.49267069122047
"trend[498]",1325.98784643849,-14.2233103763125,"3",-7.12930938314149,-8.12587173392647,"1","1",2.97323454228297
"trend[499]",1325.98923532202,-2.2919083559596,"3",-7.30675117539569,-8.53982078436894,"1","1",2.53281039076586
"trend[500]",1325.99062420552,-2.27637417745933,"3",-7.46394204894269,-8.87785145308809,"1","1",2.15832992082613
"trend[501]",1325.99201308905,-13.6099764046879,"3",-7.60044341542567,-9.22064243624914,"1","1",1.83949820140755
"trend[502]",1325.99340197258,-13.1761532067635,"3",-7.71588377925603,-9.50437141906459,"1","1",1.56787706339194
"trend[503]",1325.99479085611,-8.04116673198871,"3",-7.81001457404579,-9.66863874465172,"1","1",1.33640846004675
"trend[504]",1325.99617973964,-12.3176689273268,"3",-7.88238553457304,-9.7915125179253,"1","1",1.1391298975187
"trend[505]",1325.9975686232,-3.71054983339517,"3",-7.93279757388963,-9.91188587850665,"1","1",0.970980436760293
"trend[506]",1325.99895750673,-10.8486445279755,"1",-7.96110347303624,-10.0449049875613,"1","1",0
"trend[507]",1326.00034639026,-14.2182734342255,"1",-7.96725687685597,-10.0888350650622,"1","1",0
"trend[508]",1326.00173527382,-7.42603710609546,"1",-7.95121277241213,-9.86294085512954,"1","1",0
"trend[509]",1326.00312415734,-22.9755976529755,"1",-7.91309348329272,-9.29003364583625,"1","1",0
"trend[510]",1326.0045130409,-13.5748408170355,"1",-7.85305287440996,-8.20606776531025,"1","1",0
"trend[511]",1326.00590192443,-4.61231640297547,"1",-7.77137632267307,-6.74985677778027,"1","1",0
"trend[512]",1326.00729080799,-7.13416698891547,"1",-7.66810739077374,-5.25453383679797,"1","1",0
"trend[513]",1326.00867969155,2.46409961265454,"1",-7.54358342874292,-3.98795838186807,"1","1",0
"trend[514]",1326.01006857511,-0.539318356095464,"1",-7.39812179588442,-3.14817550435381,"1","1",0
"trend[515]",1326.01145745867,12.6793095735845,"1",-7.23218736110672,-2.88673542667147,"1","1",0
"trend[516]",1326.01284634222,-9.37891796547547,"1",-7.04625350857091,-3.26496986649975,"1","1",0
"trend[517]",1326.01423522578,2.74608203452453,"1",-6.84070538805199,-3.98941585781529,"1","1",0
"trend[518]",1326.01562410937,-12.9817011685955,"1",-6.61630305990353,-4.80633763530734,"1","1",0
"trend[519]",1326.01701299293,-14.7609980435955,"1",-6.37358402816917,-5.46020373451121,"1","1",0
"trend[520]",1326.01840187652,-6.71888378578547,"1",-6.11324459958756,-5.79868337725372,"1","1",0
"trend[521]",1326.01979076008,-8.57459667641547,"1",-5.83592793457755,-5.9260703130781,"1","1",0
"trend[522]",1326.02117964366,3.83824512046453,"1",-5.54235139326811,-5.98374851179637,"1","1",0
"trend[523]",1326.02256852722,-14.9528925748455,"1",-5.23329234192463,-6.12669856003834,"1","1",0
"trend[524]",1326.02395741081,3.89976855796453,"1",-4.90970358868378,-6.30413028088478,"1","1",0
"trend[525]",1326.0253462944,-2.49561718422547,"1",-4.57241430572585,-6.59814396288534,"1","1",0
"trend[526]",1326.02673517798,-14.6030390592255,"1",-4.22234650777684,-6.86205471947459,"1","1",0
"trend[527]",1326.02812406157,-11.4455683560955,"1",-3.86058569003418,-6.8024856561627,"1","1",0
"trend[528]",1326.02951294516,-13.5875361295355,"1",-3.4879964920294,-6.27076105991217,"1","1",0
"trend[529]",1326.03090182875,-4.16846874672547,"1",-3.10565142728897,-5.26543993950494,"1","1",0
"trend[530]",1326.03229071236,-11.6853144498455,"1",-2.714562346981,-3.93829589196849,"1","1",0
"trend[531]",1326.03367959595,-1.22462109047547,"1",-2.31591020732293,-2.40860608535229,"1","1",0
"trend[532]",1326.03506847954,5.05980273765454,"1",-1.91080792525222,-0.98384767842503,"1","1",0
"trend[533]",1326.03645736316,13.8085820345245,"1",-1.50032374487062,0.0565027430000345,"1","1",0
"trend[534]",1326.03784624677,-0.102550777975466,"1",-1.08564016198475,0.634185899227372,"1","1",0
"trend[535]",1326.03923513036,-4.85303905922547,"1",-0.668005518083296,0.952231250352446,"1","1",0
"trend[536]",1326.04062401398,-1.04273632484546,"1",-0.248419126440618,1.26388023080192,"1","1",0
"trend[537]",1326.04201289759,-0.296154293595464,"1",0.171923053902074,1.63902432559118,"1","1",0
"trend[538]",1326.04340178121,-2.90992382484546,"1",0.591803578274322,2.04839770689647,"1","1",0
"trend[539]",1326.04479066483,10.0152470735845,"1",1.01002876597509,2.39319965979732,"1","1",0
"trend[540]",1326.04617954844,9.40806933921453,"1",1.42546342705044,2.4844961496602,"1","1",0
"trend[541]",1326.04756843206,11.0576054720245,"1",1.83687278359495,2.26092958961352,"1","1",0
"trend[542]",1326.04895731568,-11.9679072232855,"1",2.24315811281164,1.89800860653722,"1","1",0
"trend[543]",1326.05034619932,-0.866955074845464,"1",2.64338020068219,1.70896611175241,"1","1",0
"trend[544]",1326.05173508294,3.18602344077453,"1",3.03630019082161,1.74679315997081,"1","1",0
"trend[545]",1326.05312396656,0.635974612654536,"1",3.42079304440614,1.96651666306567,"1","1",0
"trend[546]",1326.0545128502,6.36790820640454,"1",3.79575692903526,2.36756821296881,"1","1",0
"trend[547]",1326.05590173385,0.871936526714535,"1",4.16013840520352,2.86878380100208,"1","1",0
"trend[548]",1326.05729061746,-8.25587109047547,"1",4.51295741439227,3.55490442188511,"1","1",0
"trend[549]",1326.05867950111,7.51707812827453,"1",4.85320001846728,4.44644106548194,"1","1",0
"trend[550]",1326.06006838476,7.83897754234454,"1",5.17996180891137,5.26737333751494,"1","1",0
"trend[551]",1326.0614572684,16.4896123079645,"1",5.49223264743512,5.74522956232659,"1","1",0
"trend[552]",1326.06284615205,11.5672490267145,"1",5.78919021914248,5.72837423156746,"1","1",0
"trend[553]",1326.06423503569,6.37108203452453,"1",6.0700030887279,5.29254136507747,"1","1",0
"trend[554]",1326.06562391934,7.50877734702453,"1",6.33392625700547,4.63064192441008,"1","1",0
"trend[555]",1326.06701280299,2.17650195640454,"1",6.58035303772617,3.99311683602795,"1","1",0
"trend[556]",1326.06840168666,-6.40662792641547,"1",6.80844855269657,3.63371872546555,"1","1",0
"trend[557]",1326.06979057031,-4.91138866859546,"1",7.01762721566968,3.81581386882232,"1","1",0
"trend[558]",1326.07117945398,8.60106250327453,"1",7.20725304866363,4.479519556009,"1","1",0
"trend[559]",1326.07256833763,5.37791797202453,"1",7.37692081837916,5.46925830490537,"1","1",0
"trend[560]",1326.0739572213,0.879016604844537,"1",7.52609648812289,6.62087430697824,"1","1",0
"trend[561]",1326.07534610498,13.1767460970245,"1",7.65440271382487,7.83457586583126,"1","1",0
"trend[562]",1326.07673498862,12.8661992220245,"1",7.76133244444046,8.82487805760572,"1","1",0
"trend[563]",1326.0781238723,13.0715214876545,"1",7.84666623299067,9.42352270953883,"1","1",0
"trend[564]",1326.07951275597,17.3161503939045,"1",7.91006169083249,9.5394318578831,"1","1",0
"trend[565]",1326.08090163965,13.7154423860845,"1",7.95145394002648,9.20163176611055,"1","1",0
"trend[566]",1326.08229052332,11.0229375032745,"1",7.97076472832573,8.5767482542961,"1","1",0
"trend[567]",1326.083679407,-2.05762890297547,"1",7.9678733183063,7.89238279720963,"1","1",0
"trend[568]",1326.0850682907,-2.02296093422547,"1",7.94276296713549,7.39123193135063,"1","1",0
"trend[569]",1326.08645717438,9.55491992515454,"1",7.89552048893458,7.10911522416462,"1","1",0
"trend[570]",1326.08784605805,10.7585332064045,"1",7.82624209155053,6.7996952948653,"1","1",0
"trend[571]",1326.08923494175,14.1816289095245,"1",7.73505312665839,6.25913508657261,"1","1",0
"trend[572]",1326.09062382543,9.50194140952453,"1",7.62217827072813,5.40880683604945,"1","1",0
